FIPS,State,County,Desity,PopulationDensityperSqMile2010,PopulationEstimate2018,#ICU_beds,MedianAge2010,Smokers_Percentage,DiabetesPercentage,HeartDiseaseMortality,#Hospitals
18039,Indiana,Elkhart,71.2859,69.1,26794.0,0.0,38.7,18.441405072000002,10.5,191.4,1.0
22005,Louisiana,Ascension,251.108,251.8,154475.0,88.0,34.1,21.431656792000002,13.2,180.5,4.0
47165,Tennessee,Sumner,270.191,276.2,154141.0,20.0,41.0,16.593027897,9.6,215.3,2.0
13057,Georgia,Cherokee,10607.3,9314.3,160530.0,40.0,35.6,15.073357652,6.6,124.0,1.0
22057,Louisiana,Lafourche,1611.2,1465.3,1150215.0,163.0,38.5,9.9405871282,7.8,112.8,7.0
22105,Louisiana,Tangipahoa,547.788,492.6,752660.0,121.0,32.7,11.706166224,10.0,170.8,7.0
26077,Michigan,Kalamazoo,502.515,449.2,547538.0,148.0,45.3,18.360185779000002,10.2,176.4,5.0
37067,North Carolina,Forsyth,220.653,226.1,159337.0,23.0,41.3,18.148696185,8.2,231.1,3.0
04021,Arizona,Pinal,270.833,230.9,163941.0,28.0,29.5,17.560140407000002,9.5,180.2,1.0
05119,Arkansas,Pulaski,42.6937,45.9,22192.0,0.0,37.1,20.400288606,10.0,191.5,1.0
24025,Maryland,Harford,1042.11,996.7,166051.0,54.0,36.0,21.00643326,10.3,179.4,1.0
12033,Florida,Escambia,160.616,160.7,75036.0,48.0,31.3,18.729759822000002,10.8,231.4,1.0
24013,Maryland,Carroll,93.6822,99.4,59916.0,9.0,45.3,14.578003595999999,5.8,181.6,1.0
06077,California,San Joaquin,243.266,244.4,159442.0,12.0,39.2,14.564381620999999,7.6,190.4,3.0
29183,Missouri,St. Charles,116.606,111.1,58086.0,8.0,38.5,19.859193858,12.5,203.6,1.0
48167,Texas,Galveston,124.027,122.7,51843.0,8.0,41.1,17.041487116,13.2,225.4,1.0
51001,Virginia,Accomack,381.415,385.7,126179.0,17.0,42.3,12.318396858,6.4,147.2,2.0
51683,Virginia,Manassas city,474.973,456.0,423908.0,104.0,30.6,13.181444550999998,10.0,145.6,4.0
20091,Kansas,Johnson,81.3752,84.0,26215.0,28.0,40.3,18.17284267,10.1,268.4,1.0
51660,Virginia,Harrisonburg city,763.152,709.0,425423.0,12.0,36.8,13.781499636,6.9,93.7,2.0
39017,Ohio,Butler,1230.02,930.0,1005146.0,195.0,35.0,11.502614335,8.6,121.2,11.0
26065,Michigan,Ingham,904.268,769.9,337890.0,26.0,37.2,18.731028807,10.7,167.5,1.0
48061,Texas,Cameron,296.406,267.2,514631.0,113.0,36.8,14.493901558,8.5,137.0,4.0
42055,Pennsylvania,Franklin,81.6214,82.1,44448.0,35.0,39.6,17.888253782,12.3,175.7,1.0
08035,Colorado,Douglas,170.304,153.0,133777.0,64.0,33.6,22.024756151,9.8,211.6,4.0
41067,Oregon,Washington,137.559,123.6,26427.0,0.0,35.8,20.022154037,8.5,200.3,0.0
01095,Alabama,Marshall,136.245,137.4,88028.0,10.0,41.6,16.385993502999998,9.2,230.8,1.0
12097,Florida,Osceola,1331.1,1078.8,1092305.0,175.0,34.4,12.194937751,8.4,120.4,4.0
17093,Illinois,Kendall,254.288,264.2,102663.0,62.0,38.3,20.184418116,11.4,186.2,4.0
36093,New York,Schenectady,263.139,252.1,106222.0,10.0,40.6,17.755028181,11.0,191.0,1.0
48303,Texas,Lubbock,15.9402,15.0,209550.0,80.0,47.6,19.352843037,10.1,230.9,4.0
48381,Texas,Randall,459.005,446.7,850967.0,139.0,36.2,10.561021793,8.3,127.7,7.0
39093,Ohio,Lorain,19.8794,21.5,10247.0,0.0,39.3,21.019109913,17.1,196.4,1.0
39151,Ohio,Stark,88.8545,98.4,49774.0,15.0,37.5,21.577659466,13.8,208.4,2.0
12127,Florida,Volusia,134.47,139.3,65456.0,22.0,39.5,17.966040163,11.6,208.8,2.0
26139,Michigan,Ottawa,172.875,171.1,138159.0,98.0,37.6,18.043963314000003,14.3,220.2,3.0
28075,Mississippi,Lauderdale,427.451,375.4,295032.0,55.0,37.9,16.304205353,10.6,162.5,2.0
13151,Georgia,Henry,833.456,747.1,348556.0,106.0,37.6,15.084343506,9.2,146.3,2.0
22089,Louisiana,St. Charles,499.409,468.2,263378.0,60.0,36.2,14.962851844000001,9.9,166.1,4.0
22055,Louisiana,Lafayette,515.835,503.8,392680.0,209.0,36.0,18.180889407000002,11.0,198.4,8.0
47007,Tennessee,Bledsoe,574.016,485.7,321128.0,69.0,42.4,18.069282607,8.9,145.7,2.0
17161,Illinois,Rock Island,224.199,227.4,195348.0,99.0,39.2,16.901595992,9.6,171.0,2.0
37155,North Carolina,Robeson,108.79,108.1,44593.0,0.0,39.9,20.587481832,15.2,181.5,1.0
06099,California,Stanislaus,82.4465,86.6,45068.0,19.0,40.4,20.444771194,13.2,282.6,1.0
22109,Louisiana,Terrebonne,138.534,144.6,97493.0,19.0,41.0,21.275717753,11.6,223.4,4.0
53021,Washington,Franklin,1009.99,754.3,859064.0,81.0,33.0,13.069650279000001,8.9,125.5,10.0
21067,Kentucky,Fayette,288.793,292.5,225763.0,88.0,34.9,19.68315291,13.0,179.7,3.0
08087,Colorado,Morgan,445.497,426.5,205560.0,35.0,34.9,19.885998827999998,11.5,176.7,2.0
19103,Iowa,Johnson,255.434,228.8,76351.0,24.0,39.1,16.773729434,11.5,158.0,1.0
48341,Texas,Moore,163.708,155.1,62567.0,24.0,39.7,17.645830310999997,11.9,160.7,2.0
18095,Indiana,Madison,42.2024,44.7,19305.0,0.0,41.1,20.675796687000002,15.2,269.0,0.0
28089,Mississippi,Madison,68.489,68.9,55387.0,6.0,38.9,18.742218106,13.8,212.6,2.0
08037,Colorado,Eagle,759.334,756.6,155350.0,36.0,39.8,14.143836257,8.7,189.7,2.0
37159,North Carolina,Rowan,73.7574,75.8,64265.0,24.0,44.1,14.216023097,6.9,153.3,1.0
28123,Mississippi,Scott,277.858,270.7,141262.0,20.0,39.1,17.125582841,12.3,176.6,1.0
55025,Wisconsin,Dane,234.029,233.4,94031.0,12.0,43.3,16.907991407,6.0,160.0,1.0
51810,Virginia,Virginia Beach city,200.755,193.8,154835.0,24.0,40.1,18.15489989,10.8,164.0,2.0
29021,Missouri,Buchanan,93.0551,86.5,72480.0,6.0,34.5,17.241100101,16.0,150.7,1.0
31037,Nebraska,Colfax,110.7,103.3,896764.0,144.0,30.7,15.31417715,9.5,199.7,10.0
26021,Michigan,Berrien,368.376,344.2,549815.0,88.0,32.9,12.789751068,10.9,193.5,5.0
48471,Texas,Walker,613.686,508.3,254149.0,15.0,36.3,14.563460128,9.3,154.9,1.0
45041,South Carolina,Florence,217.21,197.5,139567.0,0.0,34.4,21.604316205,10.0,216.3,0.0
42041,Pennsylvania,Cumberland,225.904,228.4,158823.0,51.0,39.7,19.325637606,10.5,195.4,1.0
37037,North Carolina,Chatham,339.664,320.2,191224.0,8.0,40.9,13.752936332,7.2,183.2,2.0
42107,Pennsylvania,Schuylkill,347.653,344.9,173588.0,37.0,38.2,19.7675499,10.8,160.8,1.0
20173,Kansas,Sedgwick,517.916,468.2,290494.0,22.0,34.5,13.635632155,7.3,134.6,3.0
39113,Ohio,Montgomery,51.0717,52.1,29125.0,0.0,35.3,22.215837794000002,12.7,331.1,3.0
42007,Pennsylvania,Beaver,287.076,287.9,255001.0,88.0,36.0,16.567076593,13.4,233.3,3.0
12115,Florida,Sarasota,456.629,407.7,542364.0,39.0,34.4,12.442923627999999,6.1,124.9,4.0
19139,Iowa,Muscatine,362.784,315.8,216072.0,28.0,38.0,19.886004808,10.0,151.8,2.0
22047,Louisiana,Iberville,109.163,93.1,73139.0,4.0,43.6,14.17891525,8.6,98.9,1.0
34009,New Jersey,Cape May,230.172,211.4,91185.0,12.0,37.9,16.438070724,12.6,182.5,1.0
26121,Michigan,Muskegon,776.218,676.3,481857.0,90.0,36.7,14.041929032,9.0,137.1,2.0
22019,Louisiana,Calcasieu,2133.36,1691.9,69267.0,20.0,36.4,11.625377957000001,6.5,113.8,1.0
35043,New Mexico,Sandoval,25.4323,27.8,8611.0,0.0,39.6,21.255897677,12.1,187.6,0.0
45063,South Carolina,Lexington,291.072,300.1,114772.0,36.0,34.8,20.964426575,9.8,183.9,1.0
22087,Louisiana,St. Bernard,58.8424,61.1,32006.0,5.0,41.1,20.947738822,10.3,191.1,1.0
22079,Louisiana,Rapides,151.226,139.3,127185.0,0.0,34.7,18.88651436,11.2,205.7,0.0
45019,South Carolina,Charleston,76.246,78.1,45749.0,4.0,40.5,18.587417902000002,9.9,220.6,1.0
51179,Virginia,Stafford,1739.41,1574.4,566880.0,187.0,33.5,15.893613542999999,8.5,141.9,8.0
55133,Wisconsin,Waukesha,39.5478,35.5,145179.0,0.0,37.9,16.191236811,6.1,129.7,1.0
48491,Texas,Williamson,77.9152,80.1,75498.0,10.0,41.7,16.144075284,9.8,190.5,2.0
08069,Colorado,Larimer,294.18,266.7,346868.0,68.0,35.1,15.409631355999998,8.9,134.2,3.0
16013,Idaho,Blaine,391.877,369.1,141314.0,18.0,41.0,15.87494374,9.5,171.9,1.0
31141,Nebraska,Platte,129.259,133.3,119648.0,99.0,33.0,17.585883715,10.4,252.6,3.0
37051,North Carolina,Cumberland,735.48,709.4,403072.0,64.0,42.0,12.194141698,7.8,125.3,4.0
17119,Illinois,Madison,55.7457,57.4,33615.0,0.0,41.5,19.392927053,17.5,196.7,0.0
13245,Georgia,Richmond,84.2993,79.5,29764.0,0.0,36.0,15.883967596,24.6,185.8,0.0
25003,Massachusetts,Berkshire,457.53,372.8,469966.0,105.0,34.8,11.990700664,7.4,143.8,3.0
05069,Arkansas,Jefferson,174.491,170.5,70116.0,10.0,39.9,19.478256114,9.5,195.5,1.0
51047,Virginia,Culpeper,909.46,824.6,242782.0,80.0,33.2,17.798626642000002,9.8,193.7,7.0
47187,Tennessee,Williamson,87.3396,91.5,21037.0,0.0,37.9,19.006955472,7.3,188.8,1.0
48479,Texas,Webb,525.797,505.1,292735.0,219.0,31.4,17.751105135,9.3,180.9,2.0
08075,Colorado,Logan,266.562,282.0,237085.0,218.0,33.1,18.854159609,13.1,230.1,5.0
27109,Minnesota,Olmsted,47.563,54.5,28919.0,9.0,32.8,23.927844953,14.0,331.3,1.0
21117,Kentucky,Kenton,46.0756,48.4,35564.0,9.0,39.5,18.461120914000002,13.4,235.6,2.0
37151,North Carolina,Randolph,187.963,199.1,62607.0,19.0,40.8,17.793654646,12.1,208.6,2.0
34033,New Jersey,Salem,6.4199,6.4,71818.0,0.0,32.4,21.513107022,15.4,142.8,4.0
39155,Ohio,Trumbull,217.308,197.9,220408.0,14.0,30.4,10.906577644,6.5,129.4,2.0
21177,Kentucky,Muhlenberg,402.666,358.2,127915.0,0.0,32.9,13.875341355,7.9,138.8,0.0
17019,Illinois,Champaign,158.835,169.2,65936.0,19.0,39.5,21.544696522,14.1,210.7,1.0
40027,Oklahoma,Cleveland,101.009,102.7,45668.0,6.0,41.6,19.172381449,13.4,210.4,2.0
48245,Texas,Jefferson,118.13,117.1,102539.0,33.0,35.1,18.502301039000002,8.4,140.6,2.0
13137,Georgia,Habersham,72.4341,70.7,53621.0,0.0,36.3,21.504376531,13.8,229.6,1.0
37061,North Carolina,Duplin,65.0517,69.4,52516.0,0.0,41.7,18.191316570999998,5.8,213.4,2.0
42103,Pennsylvania,Pike,168.254,171.1,64227.0,13.0,43.9,17.984486097,6.3,190.6,2.0
48215,Texas,Hidalgo,73.9519,72.9,66726.0,0.0,37.4,15.5512299,12.9,198.0,0.0
29095,Missouri,Jackson,59.4122,55.8,35108.0,5.0,41.6,14.541904622,13.6,148.7,1.0
44009,Rhode Island,Washington,76.743,88.9,68114.0,34.0,37.4,21.331822966,14.0,298.4,1.0
01081,Alabama,Lee,137.48,115.4,350518.0,55.0,35.5,12.667672587,4.7,116.2,5.0
39029,Ohio,Columbiana,484.898,453.4,315534.0,120.0,37.6,20.245830172,11.8,181.7,3.0
13215,Georgia,Muscogee,240.426,221.5,118121.0,18.0,33.5,18.040925947,12.6,223.4,2.0
36083,New York,Rensselaer,15.8276,18.0,6833.0,0.0,42.8,21.368224221,9.4,183.7,1.0
13097,Georgia,Douglas,331.772,345.0,143477.0,58.0,40.0,16.597852904,12.1,193.4,2.0
18005,Indiana,Bartholomew,162.141,164.1,49568.0,8.0,40.0,20.087382123,6.9,170.1,1.0
28099,Mississippi,Neshoba,116.211,115.7,47532.0,0.0,37.1,18.935768806,9.8,168.6,1.0
55105,Wisconsin,Rock,49.3135,49.8,19489.0,0.0,40.8,21.196539276,11.0,195.6,1.0
37193,North Carolina,Wilkes,23.3755,24.6,16904.0,0.0,41.8,17.300533215999998,7.3,153.3,0.0
04027,Arizona,Yuma,38.9881,40.9,21940.0,0.0,41.4,19.593602467,9.0,276.7,1.0
31151,Nebraska,Saline,125.143,95.1,46721.0,8.0,32.9,22.517842045,13.3,195.0,1.0
47065,Tennessee,Hamilton,276.704,263.7,103195.0,24.0,35.7,15.308955351,10.6,242.1,1.0
18019,Indiana,Clark,128.37,133.1,68192.0,7.0,40.3,17.880387598,10.2,209.2,1.0
12117,Florida,Seminole,61.4347,56.4,63955.0,0.0,31.6,15.475027962,6.9,118.0,0.0
06095,California,Solano,682.94,619.7,259201.0,31.0,38.3,11.309416730999999,6.5,98.8,2.0
50007,Vermont,Chittenden,22.4792,25.4,17622.0,0.0,32.8,27.775253162,21.6,247.0,1.0
26115,Michigan,Monroe,598.35,492.1,211342.0,25.0,36.7,15.520446062000001,10.9,153.5,1.0
28035,Mississippi,Forrest,59.2218,62.0,55655.0,10.0,39.8,19.205305092,16.9,293.6,1.0
36091,New York,Saratoga,181.548,190.5,142067.0,16.0,43.2,18.855152708,11.7,245.7,2.0
36007,New York,Broome,583.054,437.5,590925.0,97.0,36.1,14.610748407,8.3,168.6,6.0
13117,Georgia,Forsyth,3043.4,2808.2,54033.0,34.0,22.7,19.693651792,8.6,157.5,1.0
42129,Pennsylvania,Westmoreland,623.409,611.9,169290.0,27.0,36.3,17.017955366,6.8,185.1,2.0
01125,Alabama,Tuscaloosa,167.691,156.2,994400.0,164.0,30.6,13.358907815999999,10.7,164.9,7.0
18127,Indiana,Porter,728.156,633.1,230220.0,40.0,35.3,15.813825044000001,12.3,170.0,1.0
18145,Indiana,Shelby,35.4775,38.0,20299.0,0.0,39.7,18.266399671,29.8,169.7,1.0
27067,Minnesota,Kandiyohi,83.6188,81.2,40350.0,4.0,40.2,20.097132568,10.2,175.6,1.0
53057,Washington,Skagit,517.33,499.6,513607.0,236.0,34.2,17.032092796,9.9,171.5,6.0
13045,Georgia,Carroll,16.3213,17.7,13308.0,0.0,41.8,21.612387456999997,21.5,255.7,1.0
13261,Georgia,Sumter,297.037,292.0,102826.0,5.0,38.9,16.915939354000002,9.9,185.3,1.0
53063,Washington,Spokane,141.728,123.3,67560.0,0.0,39.1,18.008536939000003,7.1,167.0,0.0
26075,Michigan,Jackson,228.535,192.7,134214.0,14.0,33.5,18.910360202,11.6,205.1,1.0
19047,Iowa,Crawford,312.268,237.5,344147.0,100.0,41.1,17.395272353,10.0,195.7,4.0
19179,Iowa,Wapello,528.079,378.0,566719.0,90.0,34.2,12.565249776,8.8,117.8,6.0
12085,Florida,Martin,590.409,587.7,196584.0,33.0,39.0,15.414274165,7.0,161.7,2.0
13015,Georgia,Bartow,277.352,248.5,215707.0,32.0,36.9,15.561157468,9.6,162.2,1.0
26147,Michigan,St. Clair,731.459,661.8,145331.0,8.0,35.0,16.639961064,10.0,189.5,1.0
51029,Virginia,Buckingham,47.6459,46.3,40408.0,9.0,40.8,14.997245759,8.4,155.4,1.0
28033,Mississippi,DeSoto,67.5427,67.3,37317.0,8.0,39.8,22.131569726,10.0,216.2,1.0
06031,California,Kings,189.965,192.8,134487.0,32.0,39.2,18.79289397,12.1,187.5,2.0
15003,Hawaii,Honolulu,264.551,213.4,202675.0,24.0,36.3,17.681758712,8.8,188.4,1.0
45083,South Carolina,Spartanburg,820.31,788.2,382378.0,74.0,36.0,18.240214547,10.2,167.8,4.0
53011,Washington,Clark,496.647,481.1,448273.0,60.0,40.1,16.231194929,9.3,155.6,5.0
01117,Alabama,Shelby,536.497,424.0,324890.0,78.0,32.2,18.863190384,11.3,177.7,3.0
27163,Minnesota,Washington,28.9292,29.7,23148.0,0.0,38.9,15.843510038,14.2,188.2,1.0
51165,Virginia,Rockingham,230.004,213.1,107239.0,24.0,41.0,13.010267079,10.5,166.2,1.0
06097,California,Sonoma,48.9009,52.3,30650.0,10.0,45.8,17.546600948,15.7,203.8,1.0
13021,Georgia,Bibb,3852.8,3414.7,228783.0,159.0,32.0,19.533257502,11.8,183.3,3.0
47167,Tennessee,Tipton,1806.98,1758.9,450189.0,50.0,34.9,14.952018469,9.2,137.0,2.0
49043,Utah,Summit,43.3882,41.8,181827.0,28.0,31.9,12.840010729000001,9.0,141.9,2.0
51550,Virginia,Chesapeake city,544.73,503.0,446610.0,92.0,36.9,11.705074337000001,9.2,123.7,4.0
48441,Texas,Taylor,20.0868,17.6,20027.0,2.0,47.4,13.488872927000001,5.2,132.2,1.0
01059,Alabama,Franklin,283.062,202.4,367990.0,66.0,35.6,17.791410063,11.0,178.7,3.0
12015,Florida,Charlotte,64.508,60.4,44191.0,0.0,42.2,22.567956415,11.5,211.6,1.0
13205,Georgia,Mitchell,613.225,622.8,153095.0,117.0,35.6,19.066923251,12.4,281.0,3.0
37025,North Carolina,Cabarrus,135.235,128.3,24193.0,0.0,38.1,19.249375017000002,11.6,190.6,1.0
13051,Georgia,Chatham,281.662,282.4,82366.0,13.0,40.7,21.19177525,13.8,225.3,2.0
26093,Michigan,Livingston,273.94,276.7,150439.0,0.0,40.3,16.606996455,8.9,186.7,1.0
49011,Utah,Davis,58.2696,59.5,34205.0,5.0,37.8,20.156853236,14.1,252.2,1.0
31153,Nebraska,Sarpy,148.734,133.2,105630.0,7.0,35.8,14.729055959,7.2,190.7,1.0
01123,Alabama,Tallapoosa,103.133,109.6,40612.0,0.0,41.0,17.041979004,13.3,207.9,1.0
22117,Louisiana,Washington,68.5904,71.2,95796.0,8.0,41.4,15.397564192,11.0,193.4,3.0
19171,Iowa,Tama,161.217,164.7,65256.0,15.0,39.9,21.357875617,13.9,221.7,1.0
12009,Florida,Brevard,426.585,409.0,179146.0,12.0,40.4,15.937067449,8.7,167.2,2.0
20111,Kansas,Lyon,102.409,105.3,55933.0,0.0,43.7,16.222295425,9.4,168.3,0.0
37179,North Carolina,Union,391.513,332.8,226758.0,48.0,24.5,14.152728089000002,9.7,158.6,4.0
51710,Virginia,Norfolk city,82.3007,74.5,275910.0,56.0,27.8,18.426031637999998,6.9,147.2,2.0
28079,Mississippi,Leake,76.6578,62.9,94347.0,0.0,28.4,14.012740535999999,10.7,124.1,1.0
18091,Indiana,LaPorte,242.115,170.8,128754.0,0.0,62.7,12.204715405999998,9.9,140.9,0.0
28067,Mississippi,Jones,624.42,618.4,201554.0,264.0,33.2,19.904427644000002,11.6,221.9,3.0
05123,Arkansas,St. Francis,45.2205,40.2,86081.0,30.0,34.4,13.871111815999999,7.6,164.9,1.0
24043,Maryland,Washington,65.9769,68.0,37820.0,22.0,40.6,17.155619404,8.4,186.8,2.0
21015,Kentucky,Boone,179.113,190.8,104712.0,65.0,40.3,16.439218044,12.6,175.8,2.0
48041,Texas,Brazos,77.6526,73.7,33147.0,5.0,35.4,20.042380836,8.5,182.4,1.0
22045,Louisiana,Iberia,47.3796,46.0,19215.0,0.0,39.0,22.619973398000003,15.8,265.7,1.0
53073,Washington,Whatcom,75.7814,79.5,20083.0,0.0,32.8,16.892203528,10.0,142.4,0.0
22063,Louisiana,Livingston,379.812,318.7,235908.0,14.0,36.2,14.670660455,8.1,158.5,1.0
22015,Louisiana,Bossier,175.667,179.2,44582.0,20.0,38.6,20.209525704,8.0,181.1,1.0
39013,Ohio,Belmont,94.8004,97.8,60155.0,11.0,43.0,18.048098639000003,12.3,176.3,2.0
51177,Virginia,Spotsylvania,144.756,130.2,80110.0,6.0,37.2,17.900176329,14.6,209.7,1.0
06053,California,Monterey,830.664,731.4,597695.0,85.0,35.3,11.294746345,7.7,114.3,4.0
36021,New York,Columbia,160.466,161.6,106512.0,17.0,35.4,18.015323165,12.6,196.2,1.0
13177,Georgia,Lee,68.8867,68.2,65711.0,27.0,29.8,17.032011344,14.7,183.3,2.0
51171,Virginia,Shenandoah,76.8899,77.3,23933.0,0.0,43.0,17.945163859,19.9,184.8,1.0
12001,Florida,Alachua,61.5398,62.9,28706.0,0.0,42.2,21.006730088,12.1,192.6,1.0
06041,California,Marin,197.567,214.1,180454.0,156.0,42.4,20.755555128,13.8,169.0,4.0
18071,Indiana,Jackson,678.712,621.7,289195.0,78.0,34.0,17.080114225,9.9,183.9,3.0
37105,North Carolina,Lee,420.363,372.5,155469.0,36.0,34.5,17.193163254,9.4,192.3,2.0
16083,Idaho,Twin Falls,904.704,877.5,194160.0,61.0,33.5,20.058142913,12.9,255.7,3.0
24037,Maryland,St. Mary's,79.2297,79.7,37639.0,4.0,39.3,15.021206292,11.7,190.1,1.0
42037,Pennsylvania,Columbia,183.667,186.3,110007.0,34.0,39.6,22.68348124,11.2,215.4,2.0
47189,Tennessee,Wilson,407.483,393.0,169594.0,32.0,38.4,18.784419018,9.3,153.8,1.0
39109,Ohio,Miami,31.3655,30.4,27436.0,0.0,39.7,22.027191120999998,15.4,195.0,1.0
12111,Florida,St. Lucie,29.7432,29.5,23410.0,0.0,36.3,19.503082138,15.6,185.0,0.0
18067,Indiana,Howard,98.3702,99.9,130562.0,26.0,36.9,22.437956736999997,13.1,254.8,3.0
12019,Florida,Clay,233.158,243.7,103923.0,32.0,41.7,17.791812575999998,7.1,261.6,1.0
18157,Indiana,Tippecanoe,22.4727,24.2,15604.0,0.0,40.5,17.508455985,12.7,281.3,1.0
35013,New Mexico,Doña Ana,1163.04,1115.3,700307.0,274.0,36.2,20.051586925,10.2,182.4,9.0
01017,Alabama,Chambers,92.9483,98.6,48560.0,0.0,42.5,15.659405522,10.2,175.5,0.0
29099,Missouri,Jefferson,222.624,221.7,123248.0,16.0,36.6,17.654392519,15.3,170.5,1.0
09015,Connecticut,Windham,85.459,88.6,51323.0,6.0,40.8,18.42348452,6.1,196.2,1.0
12101,Florida,Pasco,58.2636,56.2,42733.0,6.0,45.2,20.994549533,8.7,233.6,1.0
24015,Maryland,Cecil,162.904,155.1,57685.0,8.0,36.0,18.007466655,13.7,213.9,1.0
27027,Minnesota,Clay,17.9234,20.0,8348.0,0.0,43.0,21.56114069,16.4,207.7,0.0
47093,Tennessee,Knox,80.6183,82.2,50825.0,8.0,33.1,14.940194313,7.7,137.1,1.0
13153,Georgia,Houston,66.3762,69.9,31192.0,15.0,41.1,22.206161810999998,11.2,204.6,1.0
17007,Illinois,Boone,112.679,110.0,103670.0,13.0,39.4,18.658496978,12.0,194.5,2.0
45085,South Carolina,Sumter,584.59,530.0,232173.0,57.0,37.8,15.228085463,9.5,155.9,1.0
17167,Illinois,Sangamon,48.975,52.7,40589.0,4.0,45.1,18.23789019,9.5,181.5,2.0
19115,Iowa,Louisa,207.403,161.8,221091.0,0.0,34.5,15.751734455,11.8,150.4,0.0
19163,Iowa,Scott,537.23,470.5,76397.0,26.0,44.9,12.455948303,7.4,133.3,2.0
26025,Michigan,Calhoun,55.3376,58.6,11735.0,0.0,47.8,17.676130785,11.4,211.4,0.0
28051,Mississippi,Holmes,74.6332,67.5,128206.0,18.0,40.1,13.240440200999998,8.8,131.7,3.0
38035,North Dakota,Grand Forks,497.446,485.1,259666.0,66.0,44.5,9.7252337607,3.8,100.5,3.0
45091,South Carolina,York,70.5855,66.7,167529.0,32.0,38.7,16.428117379,8.1,133.3,2.0
23031,Maine,York,227.685,230.9,117027.0,6.0,39.2,14.356951843,9.6,166.7,2.0
37057,North Carolina,Davidson,391.225,316.6,356495.0,158.0,45.6,16.845825454,9.7,153.6,4.0
45051,South Carolina,Horry,174.1,177.3,44823.0,12.0,34.1,19.817938403,10.7,239.4,1.0
01013,Alabama,Butler,163.793,155.5,45388.0,4.0,38.6,16.33135582,7.3,155.3,1.0
28121,Mississippi,Rankin,339.507,326.1,66100.0,22.0,37.2,18.691568610999997,13.8,200.3,1.0
25011,Massachusetts,Franklin,156.975,155.0,40571.0,20.0,34.5,18.826405130999998,11.2,232.5,1.0
18043,Indiana,Floyd,190.738,193.0,53577.0,0.0,36.8,15.135819484,8.3,158.9,0.0
18059,Indiana,Hancock,75.9755,75.6,38346.0,5.0,39.4,19.59130503,13.3,193.7,1.0
12073,Florida,Leon,50.9091,50.4,37147.0,4.0,41.6,15.298066638,11.9,145.4,1.0
40147,Oklahoma,Washington,99.0842,99.1,47196.0,17.0,27.8,20.979497617,10.5,122.0,1.0
45013,South Carolina,Beaufort,25.209,25.9,22330.0,0.0,41.0,19.369310994,13.9,252.5,2.0
13275,Georgia,Thomas,54.4101,53.1,39694.0,4.0,44.1,17.510761602,8.2,167.3,1.0
37089,North Carolina,Henderson,166.013,177.0,70975.0,15.0,40.9,16.051710615999998,13.2,238.6,1.0
39133,Ohio,Portage,434.084,416.3,92003.0,4.0,40.1,14.482916074,9.9,170.4,1.0
47147,Tennessee,Robertson,70.1079,72.9,19383.0,6.0,45.6,13.018311908,8.6,159.6,1.0
18035,Indiana,Delaware,342.782,333.1,224347.0,67.0,37.8,18.827690898,11.6,206.8,2.0
19061,Iowa,Dubuque,178.436,179.3,90382.0,16.0,41.2,17.303198204,7.0,186.6,1.0
13009,Georgia,Baldwin,227.468,223.3,163129.0,33.0,38.0,17.345920315999997,10.1,159.0,4.0
21059,Kentucky,Daviess,1525.86,1367.0,467832.0,38.0,38.2,15.642006468,8.5,140.6,2.0
55127,Wisconsin,Walworth,1076.6,979.1,127330.0,104.0,25.9,20.131694769,8.1,175.0,2.0
27131,Minnesota,Rice,193.167,188.9,97927.0,65.0,37.6,17.005829908,12.9,227.3,2.0
36053,New York,Madison,40.0399,40.7,35680.0,22.0,38.4,19.044358709,11.1,244.3,1.0
39165,Ohio,Warren,159.969,154.0,96854.0,18.0,38.6,16.403689039,5.8,158.4,3.0
27139,Minnesota,Scott,30.4716,31.6,38659.0,8.0,33.3,23.700994091,14.6,204.3,1.0
33013,New Hampshire,Merrimack,31.8645,32.1,199754.0,179.0,40.8,16.715382789,7.6,132.1,8.0
45027,South Carolina,Clarendon,198.709,193.2,143277.0,48.0,37.2,19.193371227,12.3,215.8,1.0
31119,Nebraska,Madison,354.038,333.7,130090.0,17.0,36.9,17.177487002,9.6,150.3,2.0
37135,North Carolina,Orange,514.332,489.7,332330.0,48.0,31.0,18.090857472,11.9,188.2,1.0
28059,Mississippi,Jackson,1151.96,1159.5,532331.0,196.0,39.2,20.198986786,11.5,184.0,4.0
13077,Georgia,Coweta,70.1753,71.5,33780.0,0.0,39.0,16.200233424,7.2,155.6,0.0
47141,Tennessee,Putnam,395.808,351.9,313888.0,39.0,38.0,17.019495795,10.6,194.6,1.0
01089,Alabama,Madison,678.067,620.3,364286.0,215.0,39.3,19.163372998,11.9,182.1,3.0
22093,Louisiana,St. James,317.57,257.8,622213.0,122.0,24.6,5.908719481,7.5,163.7,5.0
41005,Oregon,Clackamas,257.275,242.8,147929.0,40.0,54.0,19.587156047,10.5,200.9,2.0
18011,Indiana,Boone,36.4537,34.0,41556.0,3.0,32.8,19.793274032,10.5,164.2,1.0
31053,Nebraska,Dodge,741.671,622.2,539630.0,166.0,43.6,18.629613172,10.3,158.3,6.0
22101,Louisiana,St. Mary,75.2443,73.7,43093.0,10.0,34.8,19.700805757999998,10.5,216.0,1.0
